UpperLimits,MGSDUpperLimits
0.8290572166442871,inf
0.8335508108139038,inf
0.8400671482086182,inf
0.8485131561756134,inf
0.8586548566818237,inf
0.8701365888118744,inf
0.8825188279151917,inf
0.8170740902423859,inf
0.8212918639183044,inf
0.8275699317455292,inf
0.8358171880245209,inf
0.845800906419754,inf
0.8571659624576569,inf
0.8694720268249512,inf
0.8032077848911285,inf
0.8015269339084625,inf
0.8014906346797943,inf
0.8033434152603149,inf
0.807249516248703,inf
0.8132576644420624,inf
0.8212790787220001,inf
0.8310829997062683,inf
0.8423157334327698,inf
0.854537308216095,inf
0.8672670722007751,inf
0.8800338506698608,inf
0.792813777923584,inf
0.7892343699932098,inf
0.7870639264583588,inf
0.7865847051143646,inf
0.7880419492721558,inf
0.7916003465652466,inf
0.7973107695579529,inf
0.8050858676433563,inf
0.8146985471248627,inf
0.8257977962493896,inf
0.837944895029068,inf
0.8506589233875275,inf
0.8634670078754425,inf
0.8759390115737915,inf
0.7831836640834808,inf
0.777830958366394,inf
0.7736485004425049,inf
0.7709300816059113,inf
0.7699571549892426,inf
0.7709753215312958,inf
0.7741493582725525,inf
0.7795313000679016,inf
0.7870364785194397,inf
0.7964420914649963,inf
0.8074013292789459,inf
0.8194794058799744,inf
0.8321966528892517,inf
0.8450799286365509,inf
0.857696145772934,inf
0.8696867823600769,inf
0.7821483314037323,inf
0.7743965685367584,inf
0.7673555910587311,inf
0.7612715363502502,inf
0.7564195990562439,inf
0.7530956268310547,inf
0.7515798211097717,inf
0.7521166205406189,inf
0.7548703551292419,inf
0.7598939538002014,inf
0.7671057879924774,inf
0.776288777589798,inf
0.7871025502681732,inf
0.799117773771286,inf
0.8118594288825989,inf
0.8248563408851624,inf
0.8376739919185638,inf
0.8499506413936615,inf
0.861411452293396,inf
0.7757622599601746,inf
0.7665199041366577,inf
0.7578491270542145,inf
0.7499463111162186,inf
0.7430656850337982,inf
0.7374867349863052,inf
0.7335077226161957,inf
0.7314057648181915,inf
0.731423869729042,inf
0.7337240427732468,inf
0.7383602410554886,inf
0.7452537417411804,inf
0.7541948854923248,inf
0.7648517489433289,inf
0.7768047451972961,inf
0.7895851135253906,inf
0.8027275800704956,inf
0.8157974481582642,inf
0.8284311890602112,inf
0.8403496742248535,inf
0.8513689935207367,inf
0.7706813514232635,inf
0.7599593102931976,inf
0.7496630251407623,inf
0.7399929463863373,inf
0.7311564534902573,inf
0.7234175652265549,inf
0.7170595228672028,inf
0.7123821079730988,inf
0.7096583247184753,inf
0.7091271579265594,inf
0.7109473943710327,inf
0.7151728570461273,inf
0.721728041768074,inf
0.7304126769304276,inf
0.7409060150384903,inf
0.7528012990951538,inf
0.7656404078006744,inf
0.778967410326004,inf
0.7923501133918762,inf
0.8054246306419373,inf
0.8179072737693787,inf
0.8296091258525848,inf
0.7670695781707764,inf
0.7548984289169312,inf
0.7430198639631271,inf
0.7316087633371353,inf
0.720884308218956,inf
0.7110668867826462,inf
0.7024301290512085,inf
0.6952615678310394,inf
0.6898611634969711,inf
0.6864949017763138,inf
0.6853963136672974,inf
0.6867185533046722,inf
0.6905147731304169,inf
0.6967122405767441,inf
0.7051221281290054,inf
0.7154379934072495,inf
0.7272700667381287,inf
0.7401749789714813,inf
0.7537108361721039,inf
0.7674508988857269,inf
0.7810321748256683,inf
0.7941668629646301,inf
0.0,0.0
0.6016986966133118,inf
0.7650554180145264,inf
0.7515242993831635,inf
0.7381350249052048,inf
0.725063145160675,inf
0.7125054448843002,inf
0.7007008641958237,inf
0.6898840516805649,inf
0.6803382486104965,inf
0.6723536252975464,inf
0.6662290692329407,inf
0.6622200161218643,inf
0.6605518162250519,inf
0.661369800567627,inf
0.664725199341774,inf
0.6705477833747864,inf
0.0,0.0
0.5064087510108948,inf
0.5150493085384369,inf
0.524580180644989,inf
0.5346903204917908,inf
0.5450728386640549,inf
0.5554634481668472,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.5937150567770004,inf
0.7645397186279297,inf
0.7497984766960144,inf
0.7350444495677948,inf
0.7204406708478928,inf
0.706183522939682,inf
0.6924923658370972,inf
0.6796266138553619,inf
0.6678349077701569,inf
0.6574089378118515,inf
0.6486391872167587,inf
0.641820564866066,inf
0.6371943354606628,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.47895026206970215,inf
0.4862193614244461,inf
0.49477556347846985,inf
0.5043255686759949,inf
0.5145769715309143,inf
0.5252325385808945,inf
0.5360331684350967,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7654877007007599,inf
0.7497387528419495,inf
0.7338045090436935,inf
0.7178492993116379,inf
0.7020628899335861,inf
0.6866625398397446,inf
0.6718891113996506,inf
0.6580209285020828,inf
0.6453186571598053,inf
0.6340796649456024,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.45879024267196655,inf
0.4658597856760025,inf
0.4742957353591919,inf
0.48382656276226044,inf
0.4941830635070801,inf
0.5050817728042603,inf
0.5162717700004578,inf
0.5275369137525558,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.5697829127311707,inf
0.5575050115585327,inf
0.5449744462966919,inf
0.532300740480423,inf
0.7000174820423126,inf
0.6831320375204086,inf
0.6666845977306366,inf
0.4785841852426529,inf
0.46773411333560944,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.42922309041023254,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.4388885647058487,inf
0.4457191228866577,inf
0.4539833217859268,inf
0.46343524754047394,inf
0.4738333225250244,inf
0.48491227626800537,inf
0.49643397331237793,inf
0.5081855803728104,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.794261634349823,inf
0.5720276981592178,inf
0.5592886358499527,inf
0.5462225675582886,inf
0.532903254032135,inf
0.5194517970085144,inf
0.7122106701135635,inf
0.6935582309961319,inf
0.6754339188337326,inf
0.6581255346536636,inf
0.4517509639263153,inf
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.41118693351745605,inf
