UpperLimits,MGSDUpperLimits
3.511917471885681,31.766746143079086
3.493581175804138,31.579294656167292
3.4772164821624756,31.410229082643202
3.4627525806427,31.25886971689944
3.4501930475234985,31.125210761497396
3.4393880367279053,31.007864293538596
3.4302964210510254,30.906426475743277
3.4228559732437134,30.820305452311533
3.41701340675354,30.748992216972958
3.4126685857772827,30.691558569312352
3.4099996089935303,30.64958019790251
3.408826231956482,30.621411025349467
3.409205675125122,30.60754158261618
3.411181926727295,30.60834343904412
3.4148157835006714,30.62433899188881
3.420153021812439,30.65591582000436
3.427390694618225,30.70481689482847
3.4365291595458984,30.77102140607421
3.4476799964904785,30.85550509951837
3.460922598838806,30.95895502513404
3.4763102531433105,31.0818246955753
3.493842601776123,31.224088612660726
3.513539671897888,31.38590469816287
3.5352483987808228,31.565886358866
3.483153462409973,31.352466971834613
3.46474027633667,31.16527451134873
3.4482697248458862,30.996119589916766
3.4336713552474976,30.844329279642274
3.4209508895874023,30.709917298634466
3.409961700439453,30.59153159529816
3.4006608724594116,30.488754417884344
3.3929883241653442,30.401016208308047
3.386889696121216,30.327800982914454
3.3822652101516724,30.26818845613298
3.379289388656616,30.22371469366288
3.377783417701721,30.192754697057538
3.377801299095154,30.175767972058857
3.3793845176696777,30.173102084906702
3.382591724395752,30.185257907318956
3.387466549873352,30.212602181481596
3.394205331802368,30.256863100144876
3.4028069972991943,30.3180074221632
3.413384199142456,30.39701582377997
3.4260170459747314,30.494578489624466
3.4407613277435303,30.611169101636083
3.4576213359832764,30.74680373332487
3.4766238927841187,30.901699952750533
3.4976216554641724,31.07452884928135
3.573132276535034,32.12136373667308
3.5448349714279175,31.843206725047267
3.518451690673828,31.58296334094567
3.4940375089645386,31.34108217711251
3.4716092348098755,31.117668555023112
3.451162576675415,30.912639549407288
3.4326703548431396,30.725708656227464
3.4160903692245483,30.556456865802804
3.4013521671295166,30.404214807472705
3.388464331626892,30.26902194528126
3.3772820234298706,30.149549026091773
3.36776340007782,30.04539009580406
3.3598480224609375,29.95597536066421
3.3534815311431885,29.88079153341016
3.3485655784606934,29.818935755214255
3.3452696800231934,29.771892090000016
3.3434157371520996,29.73805010610492
3.3430556058883667,29.71784814637462
3.3442271947860718,29.711600483494532
3.346987724304199,29.7197930434942
3.3513779640197754,29.74276559815367
3.3575921058654785,29.78221900391872
3.365628719329834,29.838117268072445
3.37559974193573,29.911430107444236
3.3875867128372192,30.00285717733205
3.4016482830047607,30.112895320026404
3.417791962623596,30.24158913938597
