Intensities,MGSDIntensities
0.0,nan
0.0,nan
0.0,0.0
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.6106239557266235,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.7209858894348145,inf
1.9010859727859497,inf
1.978043556213379,inf
0.0,nan
0.0,nan
0.0,nan
1.6106606721878052,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.1677887439727783,inf
1.3777942657470703,inf
1.2936135530471802,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.1749897003173828,inf
1.3661569356918335,inf
1.5972275733947754,inf
1.5364086627960205,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.166603922843933,inf
1.356227159500122,inf
1.9102826118469238,inf
1.71170175075531,inf
1.6461831331253052,inf
1.2260698080062866,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.020019769668579,inf
1.19814133644104,inf
1.888466477394104,inf
2.054633855819702,inf
1.9193402528762817,inf
1.6090526580810547,inf
1.280768632888794,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.0073169469833374,inf
1.7920960187911987,inf
2.1412627696990967,inf
2.152107000350952,inf
1.9933013916015625,inf
1.6914435625076294,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.6046242713928223,inf
2.043639898300171,inf
1.993326187133789,inf
2.1128621101379395,inf
1.827586054801941,inf
1.256949782371521,inf
1.5548005104064941,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.9681700468063354,inf
1.3757277727127075,inf
1.7424460649490356,11.67438863515854
1.8254954814910889,inf
1.543390154838562,inf
1.4151294231414795,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.0920909643173218,inf
1.3064912557601929,inf
1.2943233251571655,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.0084925889968872,inf
1.1790964603424072,inf
1.0608423948287964,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.2552211284637451,inf
1.716292142868042,inf
1.8360341787338257,inf
1.5455037355422974,inf
1.066226840019226,inf
0.0,nan
0.0,nan
0.0,nan
1.2091971635818481,inf
1.85416579246521,inf
2.3432936668395996,inf
2.3737218379974365,inf
1.932268500328064,inf
1.30086350440979,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.1223849058151245,inf
1.6177349090576172,inf
2.285069227218628,inf
2.6999645233154297,inf
2.623209238052368,inf
2.1126983165740967,inf
1.4629594087600708,inf
0.9292353391647339,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.9887629747390747,inf
1.1967885494232178,inf
1.2415105104446411,inf
1.0399956703186035,inf
1.2779767513275146,inf
1.862978458404541,inf
2.5138392448425293,inf
2.818112850189209,inf
2.642455577850342,inf
2.045515298843384,inf
1.5051100254058838,inf
1.0648220777511597,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.25636625289917,inf
1.4167126417160034,inf
1.2396594285964966,inf
1.271153450012207,inf
1.8473998308181763,inf
2.300985097885132,inf
2.483234167098999,inf
2.288592576980591,inf
1.8888473510742188,inf
1.4722819328308105,inf
1.1137279272079468,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.1027964353561401,inf
1.277016282081604,inf
1.1487940549850464,inf
1.1373794078826904,inf
1.5128334760665894,inf
1.80047607421875,inf
1.9366170167922974,inf
1.8343063592910767,inf
1.630288004875183,inf
1.405871033668518,inf
1.123159646987915,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.1922237873077393,inf
1.1347845792770386,inf
1.0298255681991577,inf
1.0189573764801025,inf
1.1536133289337158,inf
1.3400872945785522,inf
1.4694972038269043,inf
1.5270023345947266,inf
1.5151947736740112,inf
1.4251281023025513,inf
1.1805000305175781,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.2340493202209473,inf
1.4525413513183594,inf
1.4035011529922485,inf
1.1868901252746582,inf
1.0739573240280151,inf
1.2770981788635254,inf
1.4500620365142822,inf
1.5307583808898926,inf
1.4733788967132568,inf
1.228877305984497,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.0679627656936646,inf
1.1698747873306274,inf
1.064387559890747,inf
1.1344232559204102,inf
1.4416930675506592,inf
1.608580470085144,inf
1.5564790964126587,inf
1.3368091583251953,inf
1.1030787229537964,inf
1.2297431230545044,inf
1.404162883758545,inf
1.4799957275390625,inf
1.4175060987472534,inf
1.2102820873260498,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.399531602859497,inf
1.2998666763305664,inf
1.1754976511001587,inf
1.403456211090088,inf
1.5793352127075195,inf
1.6994504928588867,inf
1.7625372409820557,inf
1.7005430459976196,inf
1.3119721412658691,inf
1.0976263284683228,inf
1.066239356994629,inf
1.2200285196304321,inf
1.2236500978469849,inf
1.2220160961151123,inf
1.1465208530426025,inf
1.0318549871444702,inf
0.0,nan
0.0,nan
0.0,nan
1.302550196647644,inf
1.2855346202850342,inf
1.242239236831665,inf
1.661813497543335,inf
1.899348497390747,inf
1.9242969751358032,inf
1.773798942565918,inf
1.63160240650177,inf
1.4757221937179565,inf
1.257088303565979,inf
1.1037471294403076,inf
1.1695952415466309,inf
1.1886941194534302,inf
1.1026427745819092,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
2.5051419734954834,inf
2.525938034057617,inf
1.2461966276168823,inf
1.2330149412155151,inf
1.47779381275177,inf
1.9671911001205444,inf
2.2098941802978516,inf
2.117253303527832,inf
1.8064903020858765,inf
1.4732362031936646,inf
1.1257774829864502,inf
1.2450051307678223,inf
1.302567958831787,inf
1.1478824615478516,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
2.7322070598602295,inf
2.5481066703796387,inf
1.233062982559204,inf
1.1681431531906128,inf
1.395532488822937,inf
1.9310448169708252,inf
2.217179775238037,inf
2.095707654953003,inf
1.672135591506958,inf
1.2161734104156494,inf
1.0125236511230469,inf
1.1420822143554688,inf
0.9898199439048767,inf
0.0,nan
0.0,nan
0.0,nan
2.3371615409851074,inf
1.194920301437378,inf
1.2658227682113647,inf
1.176921010017395,inf
1.5504765510559082,inf
1.9056856632232666,inf
1.8737858533859253,inf
1.500480055809021,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.180911660194397,inf
1.2987513542175293,inf
1.3306512832641602,inf
1.1965935230255127,inf
1.2114002704620361,inf
1.1801714897155762,inf
1.1717206239700317,inf
1.5506495237350464,inf
1.6428351402282715,inf
1.4022334814071655,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.2599352598190308,inf
1.4802629947662354,inf
1.446150779724121,inf
1.5165034532546997,inf
1.5372161865234375,inf
1.4488441944122314,inf
1.262580156326294,inf
1.1742773056030273,inf
1.2918145656585693,inf
1.4604907035827637,inf
1.262604832649231,inf
1.172144889831543,inf
1.3897852897644043,inf
1.308687686920166,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.4571309089660645,inf
1.800136923789978,inf
1.8557145595550537,inf
1.7125681638717651,inf
1.6111729145050049,inf
1.595583200454712,inf
1.4288941621780396,inf
1.3104121685028076,inf
1.3120938539505005,inf
1.4869396686553955,inf
1.6685810089111328,inf
1.6407557725906372,inf
1.3782645463943481,inf
1.2475075721740723,inf
1.2780752182006836,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.41112220287323,inf
1.9022250175476074,inf
2.204014301300049,inf
2.1026904582977295,inf
1.7433948516845703,inf
1.464007019996643,inf
1.3636802434921265,inf
1.3920384645462036,inf
1.435667634010315,inf
1.5987552404403687,inf
1.7811533212661743,inf
1.8354251384735107,inf
1.6447757482528687,inf
1.2782825231552124,inf
1.2500982284545898,inf
1.2652809619903564,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.3645316362380981,inf
1.7667231559753418,inf
2.226090669631958,inf
2.4024288654327393,inf
2.096095323562622,inf
1.5288951396942139,inf
1.3401583433151245,inf
1.6893720626831055,inf
1.9835888147354126,inf
2.082874298095703,inf
1.9026000499725342,inf
1.4788440465927124,inf
1.1979914903640747,inf
1.316389560699463,inf
1.2912540435791016,inf
1.2715920209884644,inf
1.3155957460403442,inf
1.2947349548339844,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.2775511741638184,inf
1.4082894325256348,inf
1.59681236743927,inf
1.9480096101760864,inf
2.325324296951294,inf
2.3741824626922607,inf
1.9216281175613403,inf
1.2512669563293457,inf
1.4460784196853638,inf
2.0166373252868652,inf
2.351727247238159,inf
2.311312437057495,inf
1.8423147201538086,inf
1.2525520324707031,inf
1.5921417474746704,inf
1.7754782438278198,inf
1.6071206331253052,inf
1.4277645349502563,inf
1.3353209495544434,inf
1.3090267181396484,inf
1.2189420461654663,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.397875189781189,inf
1.5396769046783447,inf
1.6934540271759033,inf
1.9909709692001343,inf
2.301389217376709,inf
2.2819972038269043,inf
1.7904764413833618,inf
1.7760626077651978,inf
2.361182928085327,inf
2.6103570461273193,inf
2.3763537406921387,inf
1.8112789392471313,inf
1.4719280004501343,inf
1.9486536979675293,inf
2.0738062858581543,inf
1.8300594091415405,inf
1.5027053356170654,inf
1.3102872371673584,inf
1.3489656448364258,inf
1.4116287231445312,inf
1.3909379243850708,inf
1.3218882083892822,inf
1.2522298097610474,inf
1.1578060388565063,inf
0.0,nan
0.0,nan
0.0,nan
0.0,nan
1.415223479270935,inf
1.5789556503295898,inf
1.7433850765228271,inf
