# CDFdetection, ydetection, CDFdetection_mgsd_ca, ydetection_mgsd_ca, CDFdetection_mgsd_mda, ydetection_mgsd_mda  
1.519982933998108 0.4193548387096774 10.172193481371952 0.4193548387096774 10.172193481371952 0.4193548387096774
1.6356202363967896 0.4354838709677419 10.946073889732359 0.4354838709677419 14.680650469280176 0.4354838709677419
2.2311129570007324 0.4516129032258064 14.931294404543362 0.4516129032258064 16.654639311705584 0.4516129032258064
2.6020655632019043 0.46774193548387094 17.41382338450505 0.46774193548387094 17.41382338450505 0.46774193548387094
2.6960041522979736 0.48387096774193544 18.042489326917206 0.48387096774193544 19.91532619742614 0.48387096774193544
2.7754342555999756 0.49999999999999994 18.574060018245987 0.49999999999999994 23.10251276312444 0.49999999999999994
3.6781487464904785 0.5161290322580645 24.615303149590122 0.5161290322580645 25.122212853595038 0.5161290322580645
5.222754001617432 0.532258064516129 34.952276780055115 0.532258064516129 27.535849224446405 0.532258064516129
5.265270233154297 0.5483870967741935 35.236808483417214 0.5483870967741935 30.819080582223563 0.5483870967741935
5.4790143966674805 0.564516129032258 36.66725019308237 0.564516129032258 31.182548252636686 0.564516129032258
5.614461898803711 0.5806451612903225 37.573706553532524 0.5806451612903225 32.21433120827519 0.5806451612903225
5.636970520019531 0.596774193548387 37.7243411724384 0.596774193548387 34.262374802274024 0.596774193548387
6.382997035980225 0.6129032258064515 42.71698016386765 0.6129032258064515 41.325393239456304 0.6129032258064515
9.314562797546387 0.629032258064516 62.33592026050273 0.629032258064516 58.08756963774858 0.629032258064516
10.533950805664062 0.6451612903225806 70.49644000713641 0.6451612903225806 62.33592026050273 0.6451612903225806
11.580377578735352 0.6612903225806451 77.49944994999811 0.6612903225806451 63.00149542784619 0.6612903225806451
12.403838157653809 0.6774193548387096 83.01030151660625 0.6774193548387096 66.85720082715419 0.6774193548387096
12.753849029541016 0.6935483870967741 85.35268196692833 0.6935483870967741 67.95204911797947 0.6935483870967741
13.199077606201172 0.7096774193548386 88.3322885953463 0.7096774193548386 68.05953754385254 0.7096774193548386
13.6697416305542 0.7258064516129032 91.48211706601656 0.7258064516129032 78.95597603055256 0.7258064516129032
14.161813735961914 0.7419354838709677 94.77521500220665 0.7419354838709677 84.70125347048977 0.7419354838709677
14.904770851135254 0.7580645161290323 99.74731261913593 0.7580645161290323 86.22356482746974 0.7580645161290323
17.461816787719727 0.7741935483870968 116.85985081012431 0.7741935483870968 97.53626967365476 0.7741935483870968
18.59952735900879 0.7903225806451613 124.47376001798189 0.7903225806451613 98.83124700462595 0.7903225806451613
24.640588760375977 0.8064516129032258 164.9024017040546 0.8064516129032258 145.05306911893243 0.8064516129032258
28.70233726501465 0.8225806451612903 192.08487246586725 0.8225806451612903 164.9024017040546 0.8225806451612903
45.09716796875 0.8387096774193548 301.8041240985577 0.8387096774193548 227.42280395917967 0.8387096774193548
48.277645111083984 0.8548387096774193 323.08885574340815 0.8548387096774193 266.5625334216323 0.8548387096774193
60.489627838134766 0.8709677419354838 404.81520168597876 0.8709677419354838 323.08885574340815 0.8709677419354838
61.926334381103516 0.8870967741935483 414.43008393507733 0.8870967741935483 404.81520168597876 0.8870967741935483
67.5713119506836 0.9032258064516129 452.20801074688245 0.9032258064516129 452.0205985286255 0.9032258064516129
101.06683349609375 0.9193548387096774 676.3703472430889 0.9193548387096774 452.20801074688245 0.9193548387096774
114.62438201904297 0.9354838709677419 767.1016335120568 0.9354838709677419 597.0893181395909 0.9354838709677419
186.84803771972656 0.9516129032258064 1250.4445601243237 0.9516129032258064 936.33515142405 0.9516129032258064
219.3036651611328 0.9677419354838709 1467.6476053091194 0.9677419354838709 982.101699361204 0.9677419354838709
222.9096221923828 0.9838709677419354 1491.7797792874849 0.9838709677419354 1094.8779124441846 0.9838709677419354
260.3741149902344 1.0 1742.503692626953 1.0 1491.7797792874849 1.0
