Names,MCSN55Int,MCSN55Intval,MCSN6Int,MCSN6Intval,MCSN65Int,MCSN65Intval,MCSN7Int,MCSN7Intval,MCSN75Int,MCSN75Intval,MCSN55Mass,MCSN55Massval,MCSN6Mass,MCSN6Massval,MCSN65Mass,MCSN65Massval,MCSN7Mass,MCSN7Massval,MCSN75Mass,MCSN75Massval,MCSN_SNR_7,MCSN_SNR_7_val,MCSN_SNR_9,MCSN_SNR_9_val
ngc4424_SN2012cg_,410.66954858178303,3.3611042499542236,457.73016136734645,6.597063064575195,575.4656488040156,20.75940704345703,881.8393134276538,58.73865509033203,nan,nan,410.66954858178303,3.3611042499542236,481.26907199555865,1195019.5304326792,599.0226124801072,3564421.250705434,1973.8455410750933,10655531.507023944,nan,nan,457.73016136734645,7.1056108474731445,481.26907199555865,9.184749603271484
ngc4457_SN2020nvb_,9.46752153956036,12.403838157653809,9.46752153956036,12.403838157653809,97.02469083668528,18.54210662841797,247.31817045075155,61.584964752197266,573.0234061385977,188.48834228515625,9.46752153956036,12.403838157653809,9.46752153956036,1481702.3514246775,146.15106310788283,3211941.1055313926,277.96195652816635,10012268.969740788,nan,nan,9.46752153956036,10.149463653564453,9.46752153956036,10.149463653564453
ngc4496a_SN1988M_,294.70550755480764,1.8842064142227173,5457.447075225254,6.036888599395752,nan,nan,nan,nan,nan,nan,211.77130212883836,1.8842064142227173,322.18722348986455,1158925.4690325756,5965.496267926743,3310065.9035710176,nan,nan,nan,nan,336.41691882621274,7.659011363983154,407.3899319179404,9.174755096435547
ngc4496a_SN1960F_,108.2132339328936,2.2644426822662354,152.3187192846035,5.989070892333984,nan,nan,nan,nan,nan,nan,108.2132339328936,2.2644426822662354,152.3187192846035,1281669.1037178591,229.6460558022496,3272247.06144887,nan,nan,nan,nan,139.03629885616638,7.704400539398193,152.3187192846035,10.52977466583252
ngc4536_SN1981B_,374.2684537021926,1.9655729532241821,4841.294177011161,5.930254936218262,8755.354183994627,19.92277717590332,8963.020481761632,60.26820373535156,10258.727040244226,191.53207397460938,325.0958781541451,1.9655729532241821,3329.2526959588636,1067731.4021084222,8800.68844482741,3613632.0529044275,9053.843926747564,10516198.519285623,10352.025677455875,31782869.039171547,948.5672987775947,7.092623233795166,3234.947516173715,9.428165435791016
ngc4579_SN1988A_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ngc4579_SN1989M_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ngc4945_SN2011ja_,-144185975220.88434,2.7700884342193604,-3705638695.199528,51.088600158691406,-3705638695.199528,51.088600158691406,-981360464.4445708,268.54248046875,-981360464.4445708,268.54248046875,-144185975220.88434,2.7700884342193604,-3705638695.199528,8726613.0,-3705638695.199528,8726613.0,-981360464.4445708,45870632.0,-981360464.4445708,45870632.0,-4840263223.189572,8.786944389343262,-4259359762.7690954,9.60826301574707
ngc5128_SN1986G_,14.009407348392163,9.314562797546387,14.009407348392163,9.314562797546387,110.94459532315315,19.223201751708984,478.9572766517931,59.95066833496094,nan,nan,14.009407348392163,9.314562797546387,14.009407348392163,1591051.375,110.94459532315315,3283578.75,478.9572766517931,10240372.0,nan,nan,14.009407348392163,9.470342636108398,14.009407348392163,9.470342636108398
ngc5128_SN2016adj_,12.715134597078116,67.5713119506836,12.715134597078116,67.5713119506836,12.715134597078116,67.5713119506836,12.715134597078116,67.5713119506836,nan,nan,12.715134597078116,67.5713119506836,12.715134597078116,11542080.0,12.715134597078116,11542080.0,12.715134597078116,11542080.0,nan,nan,12.715134597078116,47.40460968017578,12.715134597078116,47.40460968017578
ngc5236_SN1957D_,4.534993900911394,24.640588760375977,4.534993900911394,24.640588760375977,4.534993900911394,24.640588760375977,2282.886895763167,58.58537292480469,2976.546200204655,189.36669921875,4.534993900911394,24.640588760375977,4.534993900911394,4208940.5,4.534993900911394,4208940.5,2282.886895763167,10007161.0,2976.546200204655,32346354.0,4.534993900911394,101.86104583740234,4.534993900911394,101.86104583740234
ngc5236_SN1923A_,4.97955838549907,2.6020655632019043,165.25801448750806,6.16483211517334,701.2762889030039,18.5152530670166,1327.7521680207906,60.38484573364258,3136.7306821082784,189.17770385742188,4.97955838549907,2.6020655632019043,165.25801448750806,1053035.375,701.2762889030039,3162651.75,1327.7521680207906,10314536.0,3136.7306821082784,32314072.0,4.97955838549907,9.050134658813477,4.97955838549907,9.050134658813477
ngc5236_SN1950B_,2.3875130608928066,60.489627838134766,2.3875130608928066,60.489627838134766,2.3875130608928066,60.489627838134766,2.3875130608928066,60.489627838134766,2315.302351453925,197.27586364746094,2.3875130608928066,60.489627838134766,2.3875130608928066,10332434.0,2.3875130608928066,10332434.0,2.3875130608928066,10332434.0,2315.302351453925,33697344.0,2.3875130608928066,209.21905517578125,2.3875130608928066,209.21905517578125
ngc5236_SN1983N_,54.325387077456725,1.8616448640823364,219.60927061166515,6.07979679107666,1108.5979762056477,18.57708168029785,1648.6485524497596,59.59466552734375,3640.1357215623984,186.05697631835938,54.325387077456725,1.8616448640823364,219.60927061166515,1038510.25,1108.5979762056477,3173213.0,1648.6485524497596,10179562.0,3640.1357215623984,31781008.0,144.89328005395618,7.032066345214844,162.17779068287234,9.065372467041016
ngc5236_SN1968L_,0.2318617484057499,222.9096221923828,0.2318617484057499,222.9096221923828,0.2318617484057499,222.9096221923828,0.2318617484057499,222.9096221923828,0.2318617484057499,222.9096221923828,0.2318617484057499,222.9096221923828,0.2318617484057499,38075932.0,0.2318617484057499,38075932.0,0.2318617484057499,38075932.0,0.2318617484057499,38075932.0,0.2318617484057499,627.7263793945312,0.2318617484057499,627.7263793945312
ngc5530_SN2007it_,9.89609605449723,2.6960041522979736,251.37635244683176,5.921244144439697,1369.6255052591002,19.180641174316406,nan,nan,nan,nan,9.89609605449723,2.6960041522979736,282.34876816886987,1066348.035252076,1484.928960919834,3251208.533505086,nan,nan,nan,nan,209.13964675767056,7.395711898803711,292.99350230334113,9.033976554870605
ngc6744_SN2005at_,10.700171202121604,5.614461898803711,32.651875411318784,6.464106559753418,10472.246153700962,19.227310180664062,nan,nan,nan,nan,10.700171202121604,5.614461898803711,53.689192304573865,1007158.3413271011,10513.129892357474,3445603.8616823438,nan,nan,nan,nan,10.700171202121604,11.344478607177734,10.700171202121604,11.344478607177734
ngc7793_SN2008bk_,991.2311519693375,2.095696210861206,2241.0074222166945,6.060627460479736,nan,nan,nan,nan,nan,nan,991.2311519693375,2.095696210861206,2241.0074222166945,1035235.8125,nan,nan,nan,nan,nan,nan,1022.1743368448482,7.739570617675781,1027.2564464240581,9.140925407409668
