galaxy,SN_name,SN_type,SN_ra,SN_dec,SN_xCoord,SN_yCoord,SN_co21int,SN_co21err,SN_co21ew,map_beamsize,orient_ra,orient_dec,dist,orient_posang,orient_incl,size_r25,telOrient,ImageFile150,ErrFile150,AlphaCOFile,NatRes,NatInt,pc60Int,pc90Int,pc120Int,pc150Int,pc500Int,pc750Int,pc1000Int,NatErr,pc60Err,pc90Err,pc120Err,pc150Err,pc500Err,pc750Err,pc1000Err,NatEW,pc60EW,pc90EW,pc120EW,pc150EW,pc500EW,pc750EW,pc1000EW,NatSNR,pc60SNR,pc90SNR,pc120SNR,pc150SNR,pc500SNR,pc750SNR,pc1000SNR,alphaCO,pc60mgsd,pc90mgsd,pc120mgsd,pc150mgsd,pc500mgsd,pc750mgsd,pc1000mgsd,pc60mgsdErr,pc90mgsdErr,pc120mgsdErr,pc150mgsdErr,pc500mgsdErr,pc750mgsdErr,pc1000mgsdErr,SN_percentile
ngc1559,SN1984J,II,64.3981,-62.7855,401.8666980189084,333.24994708294645,14.340408,1.563591,4.6562567,0.0003463939709418,64.40238,-62.78341,19.44,244.5,65.4,125.63808,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1559/ngc1559_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1559/ngc1559_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1559_alphaCO21_scaling.fits,117.52870547054496,14.25993824005127,nan,nan,14.25993824005127,13.627583503723145,8.706926345825195,8.799210548400879,9.280631065368652,1.6071393489837646,nan,nan,1.6071393489837646,1.2088830471038818,0.47325268387794495,0.31196051836013794,0.20513038337230682,4.656256675720215,nan,nan,4.656256675720215,5.349282741546631,9.73187255859375,12.441865921020508,15.481377601623535,8.87286982866059,nan,nan,8.87286982866059,11.27287171109787,18.398049588390226,28.206167224798516,45.24259601525984,4.970982697002485,nan,nan,70.88590625161893,67.74248179896425,43.281980209172126,43.740723383382516,46.133856443211315,nan,nan,7.989061895470133,6.009336709853037,2.3525309028672514,1.5507503389161719,1.0196995863732234,non-detection
ngc1433,SN1985P,II,55.5264,-47.21,263.1913087181251,432.8497774993816,0.263965,0.58992827,nan,0.0003049153591757,55.506195,-47.221943,18.63,199.7,28.6,185.83234,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1433/ngc1433_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1433/ngc1433_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1433_alphaCO21_scaling.fits,99.14470471842597,0.06414500623941422,nan,0.06414500623941422,0.15902523696422577,0.1435399204492569,0.33913418650627136,0.34823116660118103,0.34329953789711,0.6598317623138428,nan,0.6598317623138428,0.5302872657775879,0.43370234966278076,0.168942391872406,0.10253819078207016,0.06687378883361816,nan,nan,nan,nan,nan,nan,1.8459019660949707,2.622720956802368,0.09721418383146013,nan,0.09721418383146013,0.29988507593339764,0.330964129110355,2.0073954366788116,3.3961118676386164,5.133544007073361,5.304207211253199,nan,0.3402384046609823,0.8435028086768951,0.761365481149659,1.7988379976490518,1.8470902650690986,1.8209318845337417,nan,3.4998843918789917,2.8127535391732232,2.300447130618778,0.8961054532559798,0.5438838109751128,0.35471243297510113,non-detection
ngc5128,SN1986G,Ia,201.4021,-43.0317,158.37238583480186,116.90819961198207,9.314563,0.9835508,8.594614,0.002258955715078,201.36507,-43.01911,3.69,32.17,45.33,767.57574,7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc5128/ngc5128_7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc5128/ngc5128_7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC5128_alphaCO21_scaling.fits,145.48273291568873,9.314562797546387,nan,nan,nan,9.314562797546387,14.890734672546387,17.228103637695312,17.113990783691406,0.9835507869720459,nan,nan,nan,0.9835507869720459,0.12011269479990005,0.08458099514245987,0.07287342846393585,8.594614028930664,nan,nan,nan,8.594614028930664,36.90363693237305,48.203948974609375,43.96977996826172,9.470342478421626,nan,nan,nan,9.470342478421626,123.9730296398177,203.68764411766495,234.84541820563453,4.838774135472528,nan,nan,nan,45.07106554800209,72.05290179170144,83.36290228532026,82.8107359588412,nan,nan,nan,4.759180108923986,0.581198200939662,0.40926833164786236,0.3526180608145003,0.65
ngc4254,SN1986I,II,184.7169,14.4123,168.59519354706515,162.34558085229372,4.968932,0.9254001,5.5154977,0.000494815869629,184.7068,14.416412,13.1,68.1,34.4,151.0502,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4254/ngc4254_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4254/ngc4254_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC4254_alphaCO21_scaling.fits,113.13377612114876,8.04161262512207,nan,nan,8.04161262512207,9.974013328552246,17.547128677368164,17.35063362121582,16.201438903808594,1.0142433643341064,nan,nan,1.0142433643341064,0.742061197757721,0.20957466959953308,0.11328569799661636,0.07304016500711441,5.84504508972168,nan,nan,5.84504508972168,6.830017566680908,12.275113105773926,14.352664947509766,16.130084991455078,7.9286815254657625,nan,nan,7.9286815254657625,13.44095791383598,83.72733551673106,153.15820026755762,221.81547511879947,5.976873664167455,nan,nan,48.06370271652861,59.61341758947909,104.87697127351929,103.70254514726324,96.83395350579163,nan,nan,6.062004453345118,4.43520603007868,1.252601323406045,0.6770943048828041,0.4365518386574674,non-detection
ngc1559,SN1986L,II,64.374,-62.7846,534.0347426789208,343.2629591363379,1.4593294,1.2151972,nan,0.0003463939709418,64.40238,-62.78341,19.44,244.5,65.4,125.63808,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1559/ngc1559_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1559/ngc1559_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1559_alphaCO21_scaling.fits,117.52870547054496,2.0694949626922607,nan,nan,2.0694949626922607,2.06026029586792,1.5911895036697388,1.6934045553207397,2.350349187850952,1.26418137550354,nan,nan,1.26418137550354,0.9569928050041199,0.3846798837184906,0.23893621563911438,0.15887558460235596,nan,nan,nan,nan,nan,nan,1.7739157676696777,14.811400413513184,1.637023771108757,nan,nan,1.637023771108757,2.1528482608174366,4.136399045067233,7.087266159259976,14.793646196384154,7.557693438434565,nan,nan,15.640608500412684,15.570815719548234,12.025722471190736,12.798232496362756,17.76321863505115,nan,nan,9.554295286634288,7.232658243008726,2.9072926330770077,1.805806669140121,1.2007329632766812,non-detection
ngc4496a,SN1988M,II,187.9206,3.9228,121.82912063119215,67.85704784599295,0.0,0.52312535,nan,0.0003482539090036,187.91354,3.939608,14.86,51.1,53.8,101.18619,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4496a/ngc4496a_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4496a/ngc4496a_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC4496A_alphaCO21_scaling.fits,90.32171534735664,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.5231253504753113,nan,0.5231253504753113,0.40037479996681213,0.3458735942840576,0.15175065398216248,0.09143877774477005,0.05687061324715614,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,14.55739402858789,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,7.615341853212243,5.828413722233941,5.035018196076971,2.209094064114239,1.3311103171230907,0.8278879256862822,non-detection
ngc3627,SN1989B,Ia,170.058,13.0053,251.5371313808383,556.7930397399508,18.840698,1.5260814,11.721322,0.0004517319625788,170.06252,12.9915,11.32,173.1,57.3,308.40494,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc3627/ngc3627_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc3627/ngc3627_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC3627_alphaCO21_scaling.fits,89.24925814494215,9.774725914001465,nan,9.774725914001465,17.696874618530273,28.26753807067871,48.920188903808594,40.365013122558594,34.815677642822266,1.639086127281189,nan,1.639086127281189,1.1331961154937744,0.8726234436035156,0.18240296840667725,0.08658990263938904,0.05835059657692909,4.702906131744385,nan,4.702906131744385,14.300390243530273,19.218685150146484,31.298355102539062,36.395015716552734,38.393821716308594,5.963521837754282,nan,5.963521837754282,15.61678016414582,32.39374128426731,268.1984253388815,466.1630501036836,596.6636107468323,5.0539124209203745,nan,49.400608707864265,89.43845444606066,142.86166176424268,247.23835033472932,204.0012411907128,175.95538568181922,nan,8.283797737624674,5.727073923432706,4.410162460414117,0.9218486276432528,0.43761778447549415,0.2948988048082558,non-detection
ngc1097,SN1992bd,II,41.5792,-30.2756,291.5099030167368,315.426803230518,296.15988,2.0283754,45.82589,0.0004711325009833,41.578957,-30.274675,13.58,122.4,48.6,317.0452,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1097/ngc1097_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1097/ngc1097_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1097_alphaCO21_scaling.fits,111.66580536484963,282.0977783203125,nan,nan,282.0977783203125,260.3741149902344,223.9143524169922,193.74581909179688,167.37948608398438,2.054412841796875,nan,nan,2.054412841796875,1.491909384727478,0.4566611051559448,0.2543865442276001,0.15315735340118408,46.925418853759766,nan,nan,46.925418853759766,49.31303024291992,98.3154525756836,110.4483871459961,116.62813568115234,137.31309140064468,nan,nan,137.31309140064468,174.52408145940848,490.32937092491784,761.6197612970132,1092.859613769549,4.206428083335364,nan,nan,1186.6240169730766,1095.2449894685133,941.8796202686877,814.9778544565473,704.0697708379126,nan,nan,8.641739872499187,6.275609533709248,1.9209120972949303,1.0700587036616107,0.6442453925160598,0.99
ngc2775,SN1993Z,Ia,137.5816,7.0278,238.87645821251908,127.10339065992463,-0.38350943,1.6052351,nan,0.0003033655107496,137.58395,7.038066,23.15,156.5,41.2,127.38587,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc2775/ngc2775_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc2775/ngc2775_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC2775_alphaCO21_scaling.fits,122.57293004001274,-0.38350942730903625,nan,nan,-0.38350942730903625,0.15208368003368378,1.6620205640792847,2.2683489322662354,2.4687201976776123,1.6052350997924805,nan,nan,1.6052350997924805,1.294608473777771,0.5781271457672119,0.363608717918396,0.24556951224803925,nan,nan,nan,nan,nan,3.4430792331695557,5.321804523468018,7.90779447555542,-0.23891168798801815,nan,nan,-0.23891168798801815,0.11747465207754391,2.8748357108775378,6.238433845184417,10.053040277996985,5.47458164780966,nan,nan,-2.099553672508043,0.8325945236437616,9.09886727839071,12.418261435413369,13.515210287782892,nan,nan,8.787990617743821,7.087439791642658,3.1650042623177583,1.9906056140996502,1.3443903450146852,non-detection
ngc1087,SN1995V,II,41.6115,-0.4988,161.4198245203906,287.6499560537321,11.513839,1.1399242,5.175495,0.0004451676280474,41.60492,-0.498717,15.85,359.1,42.9,89.14999,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1087/ngc1087_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1087/ngc1087_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1087_alphaCO21_scaling.fits,123.1488071983115,15.466903686523438,nan,nan,15.466903686523438,12.753849029541016,4.536659240722656,4.371304512023926,4.203847885131836,1.1405595541000366,nan,nan,1.1405595541000366,0.9069606065750122,0.2801399230957031,0.1639837622642517,0.10871382057666779,6.007981300354004,nan,nan,6.007981300354004,6.287197589874268,8.803016662597656,14.90282154083252,20.871063232421875,13.560803231119014,nan,nan,13.560803231119014,14.062186314468311,16.194261748165093,26.656935123733685,38.668937057245394,6.629858070575698,nan,nan,102.54337623291443,84.55620891940653,30.07740688055692,28.981128497985786,27.870914828713882,nan,nan,7.561747964722347,6.013020097195575,1.8572879300265026,1.0871890696910158,0.7207572007333393,0.9
circinus,SN1996cr,II,213.2918,-65.3457,86.56761411031889,84.63433198287285,186.84804,2.137819,34.56537,0.002032163908078,213.29124,-65.33915,4.2,36.74,64.3,262.49515,7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/circinus/circinus_7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/circinus/circinus_7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/ESO097-013_alphaCO21_scaling.fits,148.96539476404914,186.84803771972656,nan,nan,nan,186.84803771972656,111.39796447753906,97.68943786621094,81.1122817993164,2.1378190517425537,nan,nan,nan,2.1378190517425537,0.24664470553398132,0.17664189636707306,0.16147032380104065,34.56536865234375,nan,nan,nan,34.56536865234375,49.76144790649414,69.42247772216797,86.25480651855469,87.40124079604642,nan,nan,nan,87.40124079604642,451.65358095307374,553.036623107839,502.3355368956884,4.968773833171815,nan,nan,nan,928.4056406012776,553.5112909645994,485.3967226468927,403.0285833533018,nan,nan,nan,10.622339364354582,1.225521758947614,0.8776936325105601,0.8023095197363909,0.98
ngc1637,SN1999em,II,70.3629,-2.8626,366.390481532442,201.78455433264878,2.9875822,0.48953336,3.6040678,0.0003862486059138,70.36741,-2.857962,11.7,20.61,31.1,95.30621,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1637/ngc1637_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1637/ngc1637_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1637_alphaCO21_scaling.fits,78.8733258817267,3.399592876434326,nan,3.272808313369751,3.039271354675293,2.9616308212280273,3.8183584213256836,3.8756113052368164,4.004761695861816,0.6058809161186218,nan,0.5043249726295471,0.36427754163742065,0.2952243983745575,0.08486080169677734,0.05299988016486168,0.042810212820768356,3.604067802429199,nan,3.674030065536499,3.742617607116699,3.950456380844116,6.500604629516602,7.9651899337768555,9.459827423095703,5.610991840133714,nan,6.48948295442391,8.34328501563348,10.031795602037414,44.99554971174269,73.1249069466067,93.54687659760947,7.2003594905802855,nan,23.565396400021942,21.883846343085047,21.324806591224313,27.493553297429543,27.90579464346216,28.83572388431103,nan,3.6313211030098023,2.622929254134257,2.1257217986871,0.6110282788756424,0.3816181901446796,0.30824892217778127,non-detection
ngc1097,SN1999eu,II,41.5866,-30.3184,245.2470996170838,7.223039949207134,0.0,0.7541714,nan,0.0004711325009833,41.578957,-30.274675,13.58,122.4,48.6,317.0452,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1097/ngc1097_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1097/ngc1097_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1097_alphaCO21_scaling.fits,111.66580536484963,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.7541713714599609,nan,nan,0.7541713714599609,0.5342973470687866,0.12150260806083679,0.06001226231455803,0.03276948630809784,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,10.912807259450593,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,8.230126817338071,5.830683967797448,1.32593454328848,0.6549022518423622,0.35760708807147695,non-detection
ngc4303,SN1999gn,II,185.4876,4.4627,138.25424596598214,111.34214667332682,7.4857783,0.91948825,3.686139,0.000503635821363,185.47888,4.473744,16.99,312.4,23.5,206.59573,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4303/ngc4303_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4303/ngc4303_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC4303_alphaCO21_scaling.fits,149.34385530047734,6.382997035980225,nan,nan,nan,6.382997035980225,9.377272605895996,7.970437049865723,7.122220516204834,0.9014947414398193,nan,nan,nan,0.9014947414398193,0.2384788542985916,0.1325761377811432,0.0827925056219101,3.0565872192382812,nan,nan,nan,3.0565872192382812,6.591360569000244,7.685065269470215,8.414108276367188,7.080459533003645,nan,nan,nan,7.080459533003645,39.32119111137216,60.119695619911084,86.02494226627222,5.367623021761402,nan,nan,nan,34.261521838162246,50.33366432073988,42.78230140235928,38.22939480884244,nan,nan,nan,4.838883928149216,1.2800645885364033,0.7116187292902757,0.4443989592054749,0.43
ngc1365,SN2001du,II,53.3713,-36.1421,673.9024849664049,205.70404673775522,3.0703216,1.3357118,nan,0.0003829740084505,53.40152,-36.140404,19.57,201.1,55.4,360.67926,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1365/ngc1365_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1365/ngc1365_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1365_alphaCO21_scaling.fits,130.80896025947337,3.070321559906006,nan,nan,3.070321559906006,2.8034262657165527,2.4074149131774902,2.733246326446533,2.6764848232269287,1.3357118368148804,nan,nan,1.3357118368148804,1.1442593336105347,0.37751707434654236,0.27068665623664856,0.2032235562801361,nan,nan,nan,nan,nan,4.935729026794434,6.934535026550293,9.344526290893555,2.2986406762909666,nan,nan,2.2986406762909666,2.4499920458335014,6.376969617452588,10.097454985209854,13.170150509213085,6.103541406688456,nan,nan,18.739834772734596,17.110828293398974,14.693756605658105,16.68248212814553,16.336035942938793,nan,nan,8.152572503403517,6.984034222681638,2.3041910950060056,1.6521472145784286,1.2403833905702926,non-detection
ngc2997,SN2003jg,Ic,146.4086,-31.1891,585.4652091010014,576.33452414425,107.84368,1.0240551,12.296705,0.0004911204571882,146.41164,-31.19109,14.06,108.1,33.0,307.69553,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc2997/ngc2997_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc2997/ngc2997_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC2997_alphaCO21_scaling.fits,120.5176661654163,106.31340026855469,nan,nan,106.31340026855469,101.05767822265625,49.659358978271484,40.3956184387207,35.756282806396484,1.0844452381134033,nan,nan,1.0844452381134033,0.8330814242362976,0.22872264683246613,0.11833222955465317,0.06862509250640869,11.921133041381836,nan,nan,11.921133041381836,12.913503646850586,18.985553741455078,22.12933349609375,26.05636978149414,98.03482604018518,nan,nan,98.03482604018518,121.30588353389088,217.11605591310675,341.3746076681797,521.0380270606894,4.474584633625323,nan,nan,475.7083071901331,452.1911340849501,222.2050045998573,180.75361353169143,159.99451360106306,nan,nan,4.852441998470389,3.727693339446436,1.0234388408786645,0.5294875760278753,0.3070687844102926,non-detection
ngc6744,SN2005at,Ic,287.4733,-63.8231,228.6160557905061,1000.6074709654724,4.835074,1.5029258,3.258406,0.000315039978844,287.44208,-63.85754,9.39,14.0,52.7,470.02527,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc6744/ngc6744_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc6744/ngc6744_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC6744_alphaCO21_scaling.fits,51.6307732695387,7.678491115570068,7.417896747589111,6.817057132720947,6.181743144989014,5.625293254852295,2.4742674827575684,1.9996764659881592,1.9126501083374023,1.797761082649231,1.4641156196594238,0.9526326656341553,0.7281206250190735,0.5904022455215454,0.1398678421974182,0.06524473428726196,0.04061729088425636,3.072154998779297,4.0313615798950195,3.929675817489624,4.277412414550781,4.484193325042725,5.497471809387207,5.942809581756592,7.069946765899658,4.271141026289672,5.066469237801472,7.1560186613828956,8.489998679582905,9.527899491444282,17.690038281031267,30.648856000913554,47.08955389929177,5.555324324065364,41.20882223528714,37.87096330794796,34.34158805848179,31.250328448681774,13.745358331207097,11.108851311765086,10.625391670273023,8.13363711513803,5.2921834192966495,4.044946219022134,3.2798759555286523,0.7770112259138533,0.36245565940320784,0.22564222402694772,non-detection
ngc1559,SN2005df,Ia,64.4077,-62.7693,348.8486348837993,527.3802225660572,0.0,0.43404207,nan,0.0003463939709418,64.40238,-62.78341,19.44,244.5,65.4,125.63808,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1559/ngc1559_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc1559/ngc1559_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC1559_alphaCO21_scaling.fits,117.52870547054496,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.4340420663356781,nan,nan,0.4340420663356781,0.3326946198940277,0.11673393100500107,0.07273727655410767,0.051012344658374786,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,10.677950871542286,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,4.634679860515069,3.552496806454863,1.2464791803134083,0.7766850655745463,0.5447073101043085,non-detection
ngc4321,SN2006X,Ia,185.7249,15.809,304.88763318168094,143.8619846766465,0.12854557,1.1225895,nan,0.000462934650464,185.72887,15.822304,15.21,156.2,38.5,182.86105,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4321/ngc4321_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4321/ngc4321_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC4321_alphaCO21_scaling.fits,122.89275219530901,0.00961965974420309,nan,nan,0.00961965974420309,0.4542406499385834,4.376782417297363,4.898399829864502,4.950248718261719,1.2862663269042969,nan,nan,1.2862663269042969,1.0318584442138672,0.2810809314250946,0.1446082442998886,0.07719770073890686,nan,nan,nan,nan,nan,8.72553825378418,9.433574676513672,10.788125038146973,0.007478746464081874,nan,nan,0.007478746464081874,0.44021605142229725,15.571253429063487,33.87358620927725,64.12430254890795,5.302988049686649,nan,nan,0.05101294066556071,2.408832738306204,23.21002485500656,25.976155760358566,26.251109795918545,nan,nan,6.821054960287826,5.471932998634395,1.490568820342069,0.7668557914084767,0.40937848448170927,non-detection
ngc4303,SN2006ov,II,185.4804,4.488,202.77730073141146,338.98751565542256,-0.62759334,1.2511787,nan,0.000503635821363,185.47888,4.473744,16.99,312.4,23.5,206.59573,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4303/ngc4303_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc4303/ngc4303_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC4303_alphaCO21_scaling.fits,149.34385530047734,-0.7098835706710815,nan,nan,nan,-0.7098835706710815,5.235169887542725,6.051185131072998,7.012049674987793,1.3054817914962769,nan,nan,nan,1.3054817914962769,0.3548451364040375,0.20879733562469482,0.14446032047271729,nan,nan,nan,nan,nan,6.076566696166992,7.420620441436768,9.714367866516113,-0.5437713304736707,nan,nan,nan,-0.5437713304736707,14.753393383365415,28.981141512024706,48.53962425143647,5.452868628706372,nan,nan,nan,-3.870901852546403,28.546693645729988,32.99631756772241,38.235785695671645,nan,nan,nan,7.118620706197441,1.9349239123466093,1.1385444411853738,0.7877231495985489,non-detection
ngc5530,SN2007it,II,214.6067,-43.3817,390.2595866318546,373.0812908090254,3.082237,1.3917842,1.7829744,0.0003125321832383,214.6138,-43.38826,12.27,305.4,61.9,144.91765,12m+7m+tp,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc5530/ngc5530_12m+7m+tp_co21_150pc_broad_mom0.fits,/data/tycho/0/leroy.42/reduction/alma/phangs-alma/derived/ngc5530/ngc5530_12m+7m+tp_co21_150pc_broad_emom0.fits,/data/kant/0/sun.1608/PHANGS/ALMA/alphaCO/v1p0/NGC5530_alphaCO21_scaling.fits,66.92936060767958,1.264719843864441,nan,1.6753138303756714,2.1807479858398438,2.5444424152374268,3.2769296169281006,2.9159741401672363,2.67687726020813,1.6904544830322266,nan,1.2609670162200928,1.0127352476119995,0.8619760274887085,0.25256362557411194,0.11914363503456116,0.06845573335886002,1.782974362373352,nan,1.731729507446289,1.738126516342163,2.3076536655426025,9.691722869873047,12.280269622802734,14.012927055358887,0.7481537400497582,nan,1.3285944904392784,2.153324860551644,2.9518714373651855,12.974669687605203,24.47444329964728,39.10377011338627,6.187592418589618,nan,10.366159155590838,13.493579704037195,15.743972598060958,20.276304853956095,18.04285948250217,16.56342544075877,nan,7.802349949655017,6.266392940162487,5.333556332695128,1.5627607748138819,0.737212252863059,0.4235761767402746,non-detection
