# CDFnondetection, ynondetection, CDFnondetection_mgsd_ca, ynondetection_mgsd_ca, CDFnondetection_mgsd_mda, ynondetection_mgsd_mda  
0.4948788732290268 0.016129032258064516 3.311881690071179 0.016129032258064516 3.4449367122008248 0.016129032258064516
0.5147606581449509 0.03225806451612903 3.4449367122008248 0.03225806451612903 4.658517775654968 0.03225806451612903
0.7674767374992371 0.04838709677419355 5.136190474033355 0.04838709677419355 6.167898776048689 0.04838709677419355
0.9980838596820831 0.06451612903225806 6.6794842917185555 0.06451612903225806 7.942777336744201 0.06451612903225806
1.0376207828521729 0.08064516129032258 6.944077546779925 0.08064516129032258 9.672709969428235 0.08064516129032258
1.1628306806087494 0.0967741935483871 7.782020708689322 0.0967741935483871 9.987644889159826 0.0967741935483871
1.4033946990966797 0.11290322580645161 9.391949140108547 0.11290322580645161 10.657490419364589 0.11290322580645161
1.525282859802246 0.12903225806451613 10.207662215599646 0.12903225806451613 11.289108331275022 0.12903225806451613
1.6028920412063599 0.14516129032258063 10.7270467373041 0.14516129032258063 12.65320939996957 0.14516129032258063
1.6802258491516113 0.16129032258064513 11.244588375091551 0.16129032258064513 13.321687158947375 0.16129032258064513
1.7302290201187134 0.1774193548387097 11.579224980794466 0.1774193548387097 14.338183906269242 0.1774193548387097
1.9370786547660828 0.1935483870967742 12.963526381896092 0.1935483870967742 14.358617073735337 0.1935483870967742
2.509378731250763 0.2096774193548387 16.793534586062798 0.2096774193548387 14.652822372310391 0.2096774193548387
2.571497619152069 0.2258064516129032 17.209253297402306 0.2258064516129032 14.983380732419151 0.2258064516129032
2.7014615535736084 0.24193548387096775 18.079011935454147 0.24193548387096775 15.096204127395286 0.24193548387096775
2.7502684593200684 0.25806451612903225 18.405642766218918 0.25806451612903225 15.149700648402863 0.25806451612903225
2.7685582637786865 0.27419354838709675 18.528043765288132 0.27419354838709675 17.488689443957945 0.27419354838709675
2.9355154037475586 0.29032258064516125 19.645372317387505 0.29032258064516125 17.93145171079785 0.29032258064516125
2.977723002433777 0.30645161290322576 19.92783855474912 0.30645161290322576 18.120337510002404 0.30645161290322576
2.9790989756584167 0.3225806451612903 19.937046990944786 0.3225806451612903 18.707445446834843 0.3225806451612903
3.432778000831604 0.3387096774193548 22.973206620949963 0.3387096774193548 20.485809752469773 0.3387096774193548
3.7535362243652344 0.3548387096774193 25.119819347675026 0.3548387096774193 20.78568588893682 0.3548387096774193
3.8532328605651855 0.3709677419354839 25.78701991301316 0.3709677419354839 20.966525646003976 0.3709677419354839
3.883825421333313 0.3870967741935484 25.991754742769093 0.3870967741935484 25.991754742769093 0.3870967741935484
5.854553818702698 0.4032258064516129 39.180475555933434 0.4032258064516129 37.35711253893415 0.4032258064516129
